model,test,layer,seat_d,seat_d_mean,seat_d_max,seat_d_pooled,seat_d_pooled_ci_low,seat_d_pooled_ci_high,p_value,n_perm
bert-base-uncased,WEAT6_gender_names__career_family,1,0.9057584374109741,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,2,1.312222133774881,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,3,1.3908143246356572,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,4,1.3053898644045339,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,5,1.2837932264658918,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,6,1.3320335455473251,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,7,1.091891344694271,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,8,0.9459483844484036,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,9,1.09090464010364,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,10,0.9982692506010913,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,11,1.2867109907468521,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT6_gender_names__career_family,12,1.6290091094302566,1.214395437688648,1.6290091094302566,0.44538593065299137,0.2016941800142293,0.6690388309769157,0.00019998000199980003,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,1,-0.9695655408654088,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,2,-0.8408635178895661,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,3,-0.5313495848940594,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,4,0.8465316427633994,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,5,0.9273486822766152,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,6,0.8833297702385068,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,7,0.13590120839268768,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,8,0.07006272095528411,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,9,0.3643170772968365,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,10,0.6579546428932663,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,11,0.8132242318075176,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT7_science_arts__male_female_terms,12,0.8208993118784864,0.2648158870711305,-0.9695655408654088,0.345449469705984,0.06937373846773563,0.607325748361021,0.0164983501649835,10000
bert-base-uncased,WEAT8_math_arts__male_female_terms,1,0.5754674050621429,0.5075248841621969,1.1550279300054276,0.2971135870813611,0.020943310138577493,0.5656161089430969,0.038396160383961604,10000
bert-base-uncased,WEAT8_math_arts__male_female_terms,2,0.20279582158184034,0.5075248841621969,1.1550279300054276,0.2971135870813611,0.020943310138577493,0.5656161089430969,0.038396160383961604,10000
bert-base-uncased,WEAT8_math_arts__male_female_terms,3,0.37998925631092806,0.5075248841621969,1.1550279300054276,0.2971135870813611,0.020943310138577493,0.5656161089430969,0.038396160383961604,10000
